Esai,Label Asli,Prediksi,Keterangan
"Aku biasanya belajar pada malam hari dengan suasana yang tenang dan lebih nyaman kalau sendirian. Untuk memahami materi, aku lebih suka dijelaskan terlebih dahulu oleh orang lain. Aku juga menyukai kondisi belajar yang hening karena membuatku lebih mudah berkonsentrasi. Kalau mengalami kesulitan, biasanya aku menenangkan diri dulu lalu mencoba menganalisis bagian mana yang belum benar-benar kupahami. Dari pengalaman selama ini, aku menyadari bahwa aku termasuk pelajar yang mandiri tetapi tetap membutuhkan struktur belajar yang jelas. Aku juga merasa lebih efektif kalau materi disampaikan secara visual atau melalui praktik langsung.",K,K,Benar
"Biasanya aku belajar malam hari di kamar karena suasananya lebih tenang dan mendukung konsentrasi. Aku lebih suka belajar sendiri supaya bisa mengatur ritme belajarku tanpa banyak gangguan. Saat mempelajari materi baru, aku membaca garis besarnya dulu lalu mencatat poin penting atau mencoba latihan soal. Aku lebih nyaman belajar mandiri, tetapi kalau ada materi yang sulit aku juga senang mendengarkan penjelasan dari orang lain. Tempat belajar favoritku adalah kamar yang rapi dan tenang dengan perlengkapan sederhana seperti buku, laptop, dan segelas air putih. Kalau menghadapi kesulitan, aku mencoba menyelesaikannya sendiri lebih dulu dengan membaca ulang atau mencari referensi di internet, baru kemudian meminta bantuan guru atau teman jika masih belum paham. Dari pengalaman ini aku sadar bahwa aku membutuhkan suasana tenang untuk belajar dan ingin mengurangi kebiasaan menunda pekerjaan. Saat berada di lingkungan baru, aku akan mencoba terbuka dan beradaptasi secara perlahan.",R,R,Benar
"Aku biasanya belajar sendiri di rumah walaupun suasana di sekitarku kadang cukup ramai. Sebenarnya aku lebih suka belajar bersama orang lain karena kalau sendirian sering mengantuk. Cara yang paling membantuku memahami materi adalah mendengarkan penjelasan dari orang lain. Aku lebih nyaman belajar di tempat yang tidak terlalu ramai supaya bisa fokus dan merasa lebih semangat kalau suasananya tenang. Kalau mengalami kesulitan, biasanya aku mencoba menyelesaikannya sendiri dulu, lalu kalau masih belum bisa baru mencari solusi lewat internet. Aku ingin menjadi lebih giat belajar dan ketika berada di lingkungan baru aku akan berusaha beradaptasi agar lebih mudah menyesuaikan diri.",R,R,Benar
"Saya lebih nyaman belajar sendiri karena bisa lebih fokus tanpa terganggu oleh orang lain. Saya suka memahami materi dengan mendengarkan penjelasan lalu mencari tahu lebih lanjut secara mandiri. Suasana yang tenang membuat saya lebih mudah berkonsentrasi saat belajar. Ketika menemui kesulitan, saya berusaha mencari solusi sendiri terlebih dahulu, baru meminta bantuan jika memang diperlukan. Saya ingin tetap mempertahankan kebiasaan belajar dengan memahami, mengingat, dan mencatat materi.",K,K,Benar
"Saya biasanya belajar sendiri di rumah, tetapi kadang juga belajar bersama teman di tempat bimbingan belajar. Belajar bersama teman terasa lebih menyenangkan karena bisa berdiskusi dan saling membantu memahami materi. Saya sering mempelajari materi dengan menonton tutorial, berdiskusi dengan teman, mendengarkan penjelasan guru, lalu mengulanginya kembali secara mandiri. Tempat yang tenang seperti kamar pribadi membuat saya lebih mudah fokus, terutama jika ditemani musik instrumental. Saat menemui kesulitan, saya akan bertanya kepada guru, orang tua, atau mencari tutorial di internet. Saya menyadari bahwa pemahaman yang baik bukan hanya menghafal, tetapi juga memahami makna dan konteks materi yang dipelajari.",K,K,Benar
"Biasanya sih belajar di rumah atau di cafe. Aku lebih nyaman kalau bareng teman biar bisa langsung tanya kalau ada yang gak paham. Suka juga nonton penjelasan di YouTube atau ikut les tambahan. Kelas yang sepi atau tenang itu enak banget buat aku. Kalau nemu soal sulit, aku coba sendiri dulu, tapi kalau benar-benar gak tahu ya akhirnya nanya ke orang lain. Aku pengen banget suasana hati pas belajar selalu bagus, soalnya mood itu sangat ngaruh ke belajarku.",R,R,Benar
"Di kelas dan di kamar, aku lebih gampang paham dan enjoy kalau suasananya tenang, sepi, plus nyaman. Aku lebih nyaman belajar sendiri tapi kadang butuh teman buat diskusi atau sekadar bahas soal. Biasanya belajar mandiri, tapi kalau bener-bener gak paham, baru diskusi bareng teman lain yang lebih paham atau bahas soal aja. Tapi aku lebih gampang paham kalau denger penjelasan orang lain. Tempat yang luas, bersih, dingin, terus wangi. Harus sepi dan tenang soalnya kalau berisik, aku susah paham karena fokusku jadi terbagi-bagi. Kalau rame, jadinya amburadul pelajarannya. Biasanya bantuan dari teman atau orang yang lebih paham. Tapi kalau mereka gak ada yang bisa bantu, aku cari di internet aja. Denger penjelasan video orang lain di internet juga ngebantu banget buat bantu aku jawab. Soal metode belajar, aku mau bikin lebih fokus buat belajar. Walau susah nerapinnya, aku mau pelan-pelan supaya setiap hari sekolah dan belajar di kelasnya gak sia-sia. ",R,R,Benar
"Aku lebih senang belajar di rumah sendiri daripada bareng orang lain. Caranya ya belajar mandiri dan cari tahu pake materi yang jelas plus contoh soal. Aku suka belajar dengan suasana sepi dan gak ada orang yang ganggu waktu belajarku. Aku lebih suka dibantu dan dijelasin dulu buat nyelesain sesuatu. Biar pembelajaran tetap jalan, biasanya aku pake bantuan orang lain, dan biar gak bosan, aku biasanya nyetel musik.",A,A,Benar
"Dengerin musik sambil belajar di kamar sendiri, rasanya tenang, nyaman, damai, tentram. Kalau ngejelasin secara tatap muka, tapi cuma 2 orang doang. Kalau banyak-banyak, aku susah paham. Aku suka yang dengerin penjelasan dan belajar mandiri, tapi yang gak terlalu ramai. Belajar sambil dengerin musik. Kalau yang bareng-bareng, sebisa mungkin di lingkungan atau tempat yang sepi. Aku sering minta bantuan orang lain, kadang juga nyelesaiin sendiri. Kalau emang belum paham, ya aku tanya. Dari pengalaman belajar selama ini, aku jadi tahu kalau aku lebih gampang paham kalau belajarnya santai tapi tetep fokus. Yang mau aku ubah mungkin kebiasaan suka nunda tugas, biar bisa lebih disiplin. Tapi yang mau aku pertahankan itu rasa semangat buat belajar hal baru. Kalau ada di lingkungan belajar baru, biasanya aku coba menyesuaikan diri, tetep sopan, dan pelan-pelan mulai berani buat bergaul sama orang lain.",K,K,Benar
"Belajar di rumah, suasananya sepi dan tenang. Aku lebih suka belajar sendiri. Aku pahamin materi dengan dengerin penjelasan orang lain. Suasananya harus tenang. Kalau ada yang gak ngerti, aku nanya ke teman. Yang penting lebih rajin aja.",A,A,Benar
"Aku suka belajar bareng soalnya bisa punya relasi dan menambah banyak teman. Aku juga mandiri sih. Belajar di mall, di cafe, di taman sangat membantu merefleksikan tubuh dan pikiranku. Enggak, soalnya aku cenderung apa-apa sendiri. Senang, happy.",A,A,Benar
"Aku biasanya sering belajar di rumah, dan biasanya aku sering belajar kalau mau ujian dan ulangan. Suasana di sekitarku sekarang senang. Aku lebih nyaman belajar bareng orang lain biar gak membosankan. Biasanya aku baca berulang-ulang sampai paham dan nanya ke teman. Saat semuanya gak banyak bicara, itu bikin aku jadi fokus. Aku bakal nanya ke guru dan teman serta cari di internet. Aku biasanya sering nyelesaiin sendiri dulu. Biasa aja sih. Yang mau aku ubah adalah ingin lebih fokus terhadap pembelajaran. Sikapku saat berada di lingkungan belajar baru adalah jadi diem.",K,K,Benar
"Biasanya aku belajar di rumah, tepatnya di kamar di meja belajar, sekitar jam 7 malam. Suasana sunyi dan kadang bikin bosan. Kalau misalnya gak ada teman, aku sambil dengerin musik. Kalau belum terlalu malem dan ada waktu luang, aku biasanya ngajak teman buat keluar biar bisa belajar bareng. Soalnya kalau belajar bareng teman rasanya nyaman, ada tempat cerita juga, jadi gak bikin bosan. Aku biasanya bikin catatan baru di kertas atau buku sesuai materi yang dipelajari. Aku baca materi tersebut sampe bener-bener paham. Aku lebih suka diskusi karena lebih gampang pahamin materi kalau dipikirkan bareng-bareng. Biasanya aku di kamar sendirian dengan lampu yang lebih cerah. Itu bisa bikin semangat belajarku meningkat, dan aku lebih bersemangat kalau belajar dengan suasana tenang. Aku kesulitan belajar kalau dapet tugas yang jawabannya gak ada di bacaan. Kadang bingung karena belum pernah dipelajari tapi dapet tugas itu. Solusinya biasanya aku nanya dulu ke teman, terus aku coba ngerjain sendiri. Kalau gak bisa, nanti aku cari bantuan tutorial di Google atau di internet lainnya. Aku itu kurang fokus dan gampang bosan kalau suasananya itu-itu aja. Mungkin bakal aku tingkatkan lagi untuk itu. Aku mau pertahankan kebiasaan mencatat materi yang akan dipelajari. Aku bakal tingkatkan lagi soal waktu belajarku. Untuk di lingkungan belajar baru, aku gampang nyaman dengan tempat baru asalkan tempatnya sepi dan bisa bikin aku merasa lebih fokus. ",K,K,Benar
"Aku belajar cuma pas ada ujian aja soalnya menurutku belajar 8 jam di sekolah udah sangat cukup. Aku lebih nyaman belajar bareng orang lain soalnya kalau aku sendiri, aku gak bakal belajar, malah main HP. Cara aku pahamin materi adalah dengan baca lalu nulisin ulang di buku. Aku suka semuanya kecuali belajar mandiri. Kondisi belajar yang paling aku suka adalah ruangan yang gak berisik dan gak gelap. Ruangan itu cocok buatku soalnya aku orangnya gampang ilang fokus kalau di sekitarku banyak gangguan kayak suara, dll. Kalau aku nemu kesulitan dalam mempelajari materi, aku bakal hubungi temanku buat ngejelasin ulang. Kalau temanku juga gak bisa, biasanya aku bakal cari di YouTube tentang materi itu. Sebenernya gak ada yang perlu dipertahain soalnya menurutku cara belajarku gak baik. Justru harus diubah.",K,K,Benar
"Aku biasanya belajar di sekolah, mulai jam 7 pagi sampe selesai jam setengah 4 sore. Suasana di sekitarku biasanya ramai dan asik, jadi aku lebih suka belajar bareng orang lain daripada belajar sendiri. Kalau aku pengen pahamin materi, langkah awal pasti aku nanya ke yang bersangkutan, atau gak aku liat materi di Google atau liat video penjelasan di YouTube. Aku lebih suka suasana yang tenang pas belajar, soalnya suasana tenang gak bikin aku kepikiran hal lain saat belajar. Belajar sambil dengerin lagu, top tier ⭐️⭐️⭐️. Kalau aku nemu tantangan belajar, pasti aku coba dulu sendiri. Kalau bingung banget, baru aku tanya ke guru atau pembimbing di kelas. Mungkin aku mau ngubah diriku yang lemot ini kalau lagi pelajaran, soalnya kadang kayak orang bingung #jujur.",V,V,Benar
"Aku biasa belajar di kamar dan di kelas. Kadang di tempat umum kayak perpustakaan, cafe, atau rumah teman, dll. Suasananya kadang ramai, kadang sepi, tapi paling sering dalam keadaan sepi. Untuk belajar sendiri atau bareng, aku gak masalah. Dua-duanya nyaman. Bareng itu jadi asik dan relasi serta hubungan dengan teman jadi luas. Kalau aku sendiri, biasanya harus ditemani lagu biar gak bosan. Soalnya kalau sendiri itu kadang susah buat belajar, rasa bosan dan malas tertancap dalam tubuh sam-sampe aku luruh. Makanya aku biasanya ditemani lagu biar gak bosan, atau nonton video pembelajaran visual yang menarik.Aku bagi jadi 3 tahap. Tahap pertama: aku condong ke dengerin penjelasan orang lain (dari guru, teman). Abis itu baru ke tahap kedua: berdiskusi. Tapi ini opsional, jadi tergantung temanku mau apa enggak, dan situasi sekeliling nyaman buat diskusi atau enggak. Lalu terakhir tahap ketiga: belajar mandiri. Jadi fase ini aku menelaah lebih teliti dengan konsentrasi yang berbeda, lebih serius gitu. Jadi informasi yang aku dapet dari kedua tahap itu aku pelajari lagi di tahap ketiga. Kesimpulannya, ketiga metode itu aku gunakan dalam metode pembelajaran, dan aku suka ketiganya.Suasana yang cocok buat aku belajar paling condong ke suasana hujan gerimis disertai angin sepoi-sepoi. Kenapa? Karena suasana itu ngasih ketenangan batin, jadi memudahkan aku terfokus pada satu hal, yaitu belajar. Lalu ada suasana senja langit sore yang indah disertai lagu jazz. Alasannya sama kayak hujan, sama-sama menenangkan batin.Untuk kesulitan, biasanya aku komunikasiin ke temanku atau nonton berbagai video pembelajaran yang baik dan efektif. Aku juga latih pengontrolan waktu dan ketahanan konsentrasi dalam belajar. Banyak yang aku pelajari: tata cara konsisten dalam belajar, bagaimana cara ngilangin rasa malas, dan lain sebagainya. Iya, aku coba buat konsisten dan mencoba mengabulkan keinginanku buat giat belajar dengan suasana yang nyaman dan menenangkan batin. Untuk lingkungan belajar baru, aku berubah menjadi MAHORAGA 👑.",A,A,Benar
"Aku terbiasa belajar di rumah. Jarang banget belajar di tempat lain kayak coffee shop, rumah teman, atau study place lainnya. Suasana belajar di rumah cukup hening, gak ada hal lain yang mengalihkan rasa fokusku pas belajar. Belajar sendiri juga lebih nyaman daripada berkelompok soalnya aku mau berusaha sendiri dan nyoba sendiri tanpa melibatkan orang lain. Caraku pahamin materi baru dengan me-review materi-materi yang udah pernah aku catat. Kalau belum paham, aku bakal buka video tutorial atau baca artikel yang ngejelasin terkait materi yang lagi aku pelajari. Diskusi gak bikin aku bener-bener paham materi, tapi kalau aku dengerin penjelasan orang lain, aku jauh lebih paham soalnya penyampaiannya gampang dimengerti. Aku suka suasana belajar yang tenang, gak ada keramaian. Suasana ini cocok buatku soalnya aku lebih fokus pahamin materi dan lagi-lagi gak mengalihkan rasa fokusku pas belajar. Aku biasanya nyari video tutorial dan baca artikel buat bantu aku pahamin materi yang menurutku sulit. Aku suka nunda-nunda waktu pas belajar, kadang aku malas buat belajar. Yang mau aku rubah adalah kebiasaan burukku kayak rasa malas dan nunda-nunda waktu dalam belajar. ",R,R,Benar
