Esai,Label Asli,Prediksi,Keterangan
"Biasanya aku belajar di rumah, tapi kadang juga pindah ke kafe biar suasananya beda. Aku lebih suka belajar bareng teman karena kalau ada yang nggak paham bisa langsung nanya. Kalau ketemu materi yang susah, biasanya aku cari penjelasan lebih lengkap di YouTube atau ikut les supaya makin ngerti. Aku paling nyaman belajar kalau suasananya sepi dan tenang. Sebisa mungkin aku selesaikan masalah sendiri dulu, tapi kalau masih bingung baru minta bantuan orang lain. Yang pengen aku ubah dari diri sendiri adalah menjaga mood supaya tetap bagus karena itu sangat berpengaruh saat belajar.",Ekstrovert,Ekstrovert,Benar
"Aku biasanya belajar sesuai mood. Lebih sering belajar di rumah dan jarang keluar buat diskusi, walaupun sebenarnya ada keinginan juga. Tempat yang paling nyaman buatku adalah yang sepi dan tenang karena bikin lebih fokus, jadi aku lebih suka belajar sendiri. Cara yang paling efektif menurutku untuk memahami materi adalah dengan mengulang-ulang pelajaran dan mengerjakan latihan soal. Kalau menemui kesulitan, aku biasanya cari video pembahasan di internet supaya lebih mudah dipahami. Hal yang ingin aku ubah dari diriku adalah mengurangi rasa malas saat belajar.",Introvert,Introvert,Benar
"Aku lebih suka belajar bersama orang lain karena bisa berdiskusi dan ngobrol tentang materi dengan cara yang menyenangkan. Biasanya kami saling mencari poin penting supaya pelajaran lebih gampang dipahami dan dijelaskan kembali. Aku juga suka suasana belajar yang tenang agar lebih mudah mencari solusi dari suatu permasalahan, dan kalau pembahasannya panjang biasanya berdiskusi dengan teman membuat semuanya terasa lebih sederhana. Kalau mengalami kesulitan, aku biasanya meminta arahan atau penjelasan dari orang lain dulu, setelah itu baru mencoba menyelesaikannya sendiri. Aku ingin mempertahankan kebiasaan belajar yang baik sekaligus memperbaiki kekurangan yang masih ada, serta terus menyesuaikan diri saat berada di lingkungan belajar baru.",Ekstrovert,Ekstrovert,Benar
"Aku lebih nyaman belajar sendiri di rumah setelah selesai aktivitas sehari-hari karena suasananya lebih tenang. Saat mempelajari materi baru, aku lebih suka mendengarkan penjelasan dari orang lain terlebih dahulu, lalu mencari contoh soal untuk memperdalam pemahaman. Aku menyukai suasana yang tenang karena membuat pikiranku lebih santai dan tidak terburu-buru saat belajar. Selama masih bisa mengerjakan sendiri, aku jarang meminta bantuan orang lain. Namun kalau benar-benar kesulitan, biasanya aku bertanya kepada guru bimbel atau teman yang sudah memahami materinya. Aku ingin tetap mempertahankan kebiasaan belajar di tempat yang nyaman dan sepi karena itu paling cocok untukku.",Ekstrovert,Ekstrovert,Benar
"Biasanya aku belajar sore atau malam setelah semua kegiatan selesai. Tempat favoritku buat belajar itu di kamar atau ruang belajar karena lebih tenang dan bikin fokus. Aku lebih nyaman belajar sendiri karena bisa mengatur waktu dan memahami materi dengan caraku sendiri. Walaupun begitu, sesekali aku juga belajar bareng teman kalau ada tugas kelompok atau materi yang cukup sulit supaya bisa saling bertukar pendapat. Kalau dapat materi baru, aku biasanya baca dulu penjelasan dasarnya lalu mencatat poin penting. Kalau masih belum paham, aku cari referensi tambahan di internet, buku, atau bertanya ke guru dan teman. Aku juga sering latihan soal supaya makin mengerti. Menurutku kombinasi penjelasan orang lain dan belajar mandiri paling cocok buatku. Aku suka suasana belajar yang tenang dengan meja yang rapi dan kadang ditemani musik pelan. Saat menemui kesulitan, aku mencoba menyelesaikannya sendiri dulu sebelum meminta bantuan. Dari pengalaman selama ini, aku sadar kalau belajar di tempat yang tenang dan teratur sangat membantuku. Aku juga ingin mengurangi kebiasaan menunda belajar dan tetap mempertahankan kebiasaan mencatat poin penting.",Introvert,Introvert,Benar
"Aku biasanya belajar di sekolah dan juga di rumah pada malam hari dengan suasana ruangan yang tenang dan nyaman. Aku lebih suka belajar sendiri karena bisa lebih fokus. Untuk memahami materi, aku sering mencatat bagian penting dan mendengarkan penjelasan dari orang lain. Aku paling nyaman belajar di tempat yang tenang, walaupun kalau ada beberapa teman, maksimal sekitar lima orang, aku tetap semangat belajar. Saat menemui kesulitan, biasanya aku bertanya dan meminta bantuan kepada teman yang lebih mengerti. Ke depannya aku ingin memperbaiki cara belajarku dan saat berada di lingkungan baru aku akan berusaha menyesuaikan diri dengan situasi yang ada.",Ekstrovert,Ekstrovert,Benar
"Biasanya aku belajar di kamar saat malam hari dengan suasana yang tenang dan sejuk. Kalau ada materi yang belum kupahami, aku akan terus bertanya sampai benar-benar mengerti. Menurutku belajar lewat diskusi itu menyenangkan, walaupun tetap perlu belajar mandiri juga. Aku lebih suka belajar berdua dengan teman yang sefrekuensi karena suasananya lebih santai dan nyaman dibanding ramai-ramai. Kalau mengalami kesulitan, aku mencoba mencari jawabannya sendiri lewat internet dulu, baru kalau masih belum bisa aku bertanya kepada kakakku. Dari pengalaman ini aku belajar untuk tidak meninggalkan waktu belajar dan ketika masuk lingkungan baru aku akan berusaha beradaptasi dengan keadaan sekitar.",Ekstrovert,Ekstrovert,Benar
"Aku biasanya belajar di rumah dengan suasana yang hening dan tenang karena lebih mudah berkonsentrasi. Aku juga lebih nyaman belajar sendiri dibandingkan bersama orang lain. Kalau ada materi baru, aku biasanya mengulang-ulang sampai benar-benar paham. Untuk cara belajar, aku bisa menyesuaikan, kadang lebih suka belajar mandiri dan kadang juga mendengarkan penjelasan orang lain tergantung jenis materinya. Menurutku suasana yang sunyi sangat membantu meningkatkan fokus. Saat mengalami kesulitan, aku lebih memilih menyelesaikannya sendiri terlebih dahulu. Aku juga ingin menjadi pribadi yang lebih rajin dalam belajar.",Introvert,Introvert,Benar
Saya lebih suka belajar bareng teman karena bisa saling bertukar pikiran dan mendapat sudut pandang baru. Saya lebih mudah memahami materi kalau mendengarkan penjelasan dari orang lain. Saya merasa lebih hidup dan termotivasi saat berada di lingkungan yang ramai. Biasanya saya mencoba menyelesaikan masalah sendiri dulu sebelum meminta bantuan. Saya sebenarnya jarang menyampaikan pendapat karena masih sering malu dan kurang percaya diri untuk berekspresi.,Ekstrovert,Ekstrovert,Benar
"Biasanya saya belajar pada malam hari di kamar karena suasananya lebih tenang dan mendukung konsentrasi. Saya lebih nyaman belajar sendiri dibandingkan dalam kelompok. Saya lebih suka memahami materi dengan mendengarkan penjelasan terlebih dahulu lalu mempelajarinya sendiri. Lingkungan yang tenang membuat saya lebih mudah fokus saat belajar. Saat mengalami kesulitan, saya berusaha mencari jawabannya sendiri terlebih dahulu. Saya merasa cocok dengan cara belajar yang mengandalkan membaca dan suasana yang tenang.",Introvert,Introvert,Benar
"Kalau ada teman yang mengajak belajar bersama, saya biasanya langsung ikut. Kalau tidak ada, saya belajar sendiri di rumah. Saya lebih suka memahami materi melalui diskusi karena lebih menarik dan interaktif. Saya justru lebih bersemangat ketika berada di lingkungan yang ramai. Jika menghadapi masalah, saya mencoba menyelesaikannya sendiri terlebih dahulu untuk menambah pengalaman. Untuk saat ini saya masih nyaman dengan cara belajar saya, tetapi saya siap menyesuaikan diri jika berada di lingkungan baru.",Ekstrovert,Ekstrovert,Benar
"Saya biasanya belajar saat keadaan sekitar sedang tenang dan tidak terlalu ramai. Saya lebih suka memahami konsep dasar materi dan belajar secara mandiri. Lingkungan yang tidak terlalu bising membuat saya lebih mudah fokus. Jika mengalami kesulitan, saya biasanya bertanya kepada saudara atau teman. Menurut saya, membaca dan memahami materi sudah cukup membantu proses belajar saya.",Ekstrovert,Ekstrovert,Benar
"Pada hari sekolah saya biasanya belajar pada malam hari setelah salat Isya, sedangkan saat akhir pekan saya sering belajar bersama teman-teman. Saya memahami materi dengan mendengarkan penjelasan guru terlebih dahulu, kemudian mencoba mengerjakan soal sebagai latihan. Jika mengalami kesulitan, saya akan bertanya kepada teman yang lebih memahami materi tersebut. Lingkungan yang tenang dan nyaman membantu saya lebih fokus saat belajar. Saya senang belajar karena selalu mendapatkan pengetahuan baru dan merasa puas ketika berhasil menyelesaikan soal. Namun, saya cukup mudah melupakan materi yang jarang digunakan, terutama rumus-rumus.",Ekstrovert,Ekstrovert,Benar
"Aku suka suasana belajar yang sunyi karena bikin lebih fokus. Kalau belajar kelompok, aku malah lebih banyak ngobrol daripada belajarnya. Biasanya aku baca materi berkali-kali, terus aku coba pahamin, aku juga ngerjain latihan soal, dan yang terakhir aku coba jelasin materi itu ke orang lain biar lebih paham. Suasananya sunyi dan gak ramai. Biasanya aku cari bimbingan dari orang lain dulu, abis itu sisanya aku belajar sendiri. Bahan belajarku kurang banyak, dan aku kadang butuh bimbingan buat pahamin suatu materi. Nilai akademikku waktu SMP rendah, terus aku ubah cara belajarku pas SMA, dan aku bersyukur banget soalnya hasilnya bagus. ",Ekstrovert,Ekstrovert,Benar
"Aku lebih senang belajar di rumah sendiri daripada bareng orang lain. Caranya ya belajar mandiri dan cari tahu pake materi yang jelas plus contoh soal. Aku suka belajar dengan suasana sepi dan gak ada orang yang ganggu waktu belajarku. Aku lebih suka dibantu dan dijelasin dulu buat nyelesain sesuatu. Biar pembelajaran tetap jalan, biasanya aku pake bantuan orang lain, dan biar gak bosan, aku biasanya nyetel musik.",Introvert,Introvert,Benar
"Aku suka belajar bareng orang lain soalnya bisa diskusi bareng. Buat pahamin materi, aku pake diskusi dan dengerin penjelasan orang lain. Aku cocoknya di lingkungan yang ramai. Kalau ada masalah, aku minta bantuan orang lain. Intinya, aku bisa pahamin lingkungan dengan baik.",Ekstrovert,Ekstrovert,Benar
"Kebiasaan belajarku sehari-hari biasanya belajar sambil dengerin musik. Di sekolah dan di rumah, suasananya tenang. Aku lebih suka belajar sendiri karena lebih gampang buat ngelinget materi dan lebih fokus. Dengan dengerin penjelasan itu berulang kali. Aku lebih suka pahamin materi pake metode dengerin penjelasan orang lain. Kondisi belajar yang bikin aku fokus adalah suasana yang sepi dan tenang. Aku ngerasa lebih semangat kalau di lingkungan yang tenang. Caranya ya nyari-nyari solusi di artikel dan minta bantuan teman. Aku lebih sering minta bantuan ke teman. Semoga aku bisa belajar dengan lebih rajin.",Introvert,Introvert,Benar
"Aku biasa belajar di kamar pas malam hari dengan suasana tenang dan sejuk. Aku bakal nanya materi itu kalau belum paham, dan aku bakal tanya sampai paham. Pahamin materi dengan cara diskusi itu lebih menyenangkan, tapi kadang harus belajar mandiri juga. Aku sendiri lebih suka belajar dengan kondisi berdua sama teman yang memiliki frekuensi yang sama. Aku suka suasana ini karena lebih tenang dan menyenangkan. Aku lebih suka suasana tenang. Pertama, aku bakal coba nyelesaiin sendiri dengan cara cari di internet atau cari cara nyelesainnya. Kalau belum bisa, biasanya aku nanya ke kakakku. Pelajaran yang aku dapet adalah jangan pernah ninggalin waktu belajar. Gak ada hal yang mau diubah. Aku bakal coba adaptasi terhadap lingkungan sekitar. ",Ekstrovert,Ekstrovert,Benar
Aku belajar di rumah dengan keadaan hening dan tenang. Aku lebih nyaman belajar sendiri karena lebih gampang konsentrasinya dibanding belajar bareng-bareng. Caraku dengan ngulang materi tersebut. Aku suka dua-duanya tergantung materi yang dikasih. Suasana yang hening bisa ningkatin konsentrasi. Aku lebih cenderung nyelesaiin sendiri. Aku pengen lebih rajin lagi dalam belajar. ,Introvert,Introvert,Benar
"Aku belajar kalau mau ujian dan kalau ada tugas. Kadang di tempat sepi, kadang juga ngerjain di cafe sambil ngobrol sama teman-teman. Tergantung suasana hati. Kalau lagi mood, aku belajar bareng orang lain, tapi kalau enggak, ya belajar sendiri. Aku suka dijelasin dan dikasih contoh soal tentang materi tersebut. Suka semua sih. Kalau belajar bareng teman sambil nongkrong, kadang gak fokus tapi seru, soalnya bikin hati senang. Kadang aku lebih suka lingkungan yang ramai, tapi kalau ada masalah, aku lebih milih suasana yang tenang. Yang membantu aku adalah pacarku, soalnya dengan cerita ke pacar, aku bakal dapet penyelesaian atas masalah yang aku hadapin. Yang penting lebih rajin belajar.",Ekstrovert,Ekstrovert,Benar
"Aku biasanya belajar di sudut kamar yang sepi, paling sering pas larut malam ketika semua orang udah tidur dan suasananya bener-bener hening. Aku sangat butuh lingkungan yang tenang tanpa gangguan suara atau visual biar bisa bener-bener fokus mikirin sesuatu secara mendalam. Buatku, belajar sendiri jauh lebih nyaman daripada dalam kelompok. Belajar sendirian menghemat energi sosialku dan ngasih aku kebebasan penuh buat ngatur kecepatan pahamin materi tanpa perlu basa-basi atau ngerasa tertekan sama kehadiran orang lain.Aku biasanya pahamin materi baru lewat belajar mandiri. Langkah pertama yang aku lakuin adalah baca materi secara menyeluruh dalam suasana tenang biar bisa mencerna setiap detail tanpa gangguan. Abis itu, aku bakal bikin catatan ringkas atau peta konsep pake bahasaku sendiri buat mastiin logika penyampaiannya udah aku kuasai. Aku lebih suka belajar sendiri dibanding diskusi soalnya metode ini ngasih aku ruang buat mikir mendalam dan nyari referensi tambahan sesuai kecepatan belajarku. Dengan belajar mandiri, aku bisa lebih fokus merenungin materi sampe bener-bener ngerasa paham sebelum interaksi sama orang lain.Kondisi belajar yang paling aku suka adalah suasana yang tenang dan sunyi, kayak di dalam kamar atau sudut perpustakaan yang sepi. Di sekitarku biasanya cuma ada laptop, buku catatan, dan segelas air putih. Lingkungan yang minimalis dan tanpa kebisingan sangat bantu aku buat mencapai fokus maksimal. Suasana tenang cocok banget buatku karena aku tipe orang yang gampang ke distraksi sama suara atau pergerakan orang di sekitar. Aku ngerasa jauh lebih bersemangat dan produktif pas berada di lingkungan yang sunyi, soalnya keramaian cenderung menguras energi mentalku dan bikin pikiran susah konsentrasi.Saat nemu kesulitan belajar, langkah pertama yang aku lakuin adalah nyoba nyelesaiin sendiri dulu. Aku biasanya cari referensi tambahan lewat buku, video pembelajaran di YouTube, atau artikel di internet buat dapetin perspektif yang beda. Kalau aku masih ngerasa buntu, aku bakal minta bantuan ke teman atau guru yang lebih paham materi tersebut. Aku lebih milih nyoba sendiri di awal karena proses itu bantu aku ngasah kemampuan berpikir kritis dan kemandirian. Tapi aku juga sadar batasan diri dan gak ragu buat diskusi sama orang lain biar pemahamanku jadi lebih komprehensif.Lewat pengalaman belajar selama ini, aku sadar kalau aku tipe pelajar yang butuh target yang jelas buat tetep termotivasi. Aku belajar kalau konsistensi jauh lebih efektif daripada belajar pake sistem kebut semalam. Hal yang mau aku pertahankan adalah kebiasaan catat poin-poin penting, tapi aku mau ngubah kecenderungan nunda pekerjaan biar manajemen waktuku jadi lebih baik. Pas berada di lingkungan belajar yang baru, aku cenderung bersikap terbuka, suportif, dan adaptif. Aku berusaha ngamatin budaya belajar di lingkungan tersebut dan aktif jalin komunikasi sama rekan-rekan baru biar proses adaptasi berjalan lebih cepet dan harmonis. ",Introvert,Introvert,Benar
"Aku belajar secara otodidak dengan memanfaatkan media sosial. Caranya sering meringkas dan membaca ulang catatan yang ditulis. Aku aktif saling tanya jawab. Kadang susah manage waktu, dan aku lebih sering nyelesaiin sendiri dan menjadikannya bahan evaluasi. Ada sih, aku lebih memanfaatkan waktu untuk membaca dan beradaptasi dengan cara belajar baru. ",Ekstrovert,Ekstrovert,Benar
"Aku suka belajar bareng orang lain soalnya seru dan menyenangkan. Aku lebih suka dengerin penjelasan orang lain karena tinggal dengerin aja. Aku bakal bersemangat kalau di lingkungan yang tenang soalnya gak banyak orang. Kalau ada tugas, aku selesaiin dulu karena itu urusanku. Sebagai pelajar, aku ingin ningkatin belajarku lewat literasi dan dengerin orang menjelaskan, dll.",Ekstrovert,Ekstrovert,Benar
"Aku belajar pas malam hari abis makan malam, biasanya di dalam kamar tidur sendiri. Suasana malam yang sepi bikin aku jauh lebih gampang konsentrasi tanpa banyak gangguan dari aktivitas orang lain di rumah. Di meja belajarku sekarang, suasananya cukup minimalis, cuma ada laptop, buku catatan, dan lampu belajar yang cahayanya fokus ke meja. Jujur, aku tipe orang yang jauh lebih nyaman belajar sendirian daripada kerja kelompok. Aku lebih suka pahamin materi dengan dengerin penjelasan dari orang lain, tapi juga belajar mandiri. Suasananya harus tenang. Aku coba nyelesaiin sendiri dulu. Aku tipe pelajar visual dan butuh ketenangan buat berkembang.",Introvert,Introvert,Benar
"Aku terbiasa belajar dengan metode mandiri pas malem hari biar bisa lebih fokus tanpa gangguan. Belajar sendiri lebih nyaman buatku karena ngasih keleluasaan buat ngatur waktu dan fokus secara mandiri. Soal metode nerima informasi, aku suka kombinasi antara belajar mandiri dan diskusi. Aku bekerja paling optimal di suasana yang tenang. Kalau lagi ada tantangan belajar, aku selalu berusaha nyoba mecahin sendiri dulu buat ngelatih kemampuan analisis. Kalau bener-bener gak paham, aku identifikasi masalahnya dan cari solusi lewat artikel referensi, buku, atau video edukasi sebelum minta bantuan instruktur atau teman diskusi. Aku terus latih diri buat ngurangin ketergantungan pada AI, dan aku bakal terus pertahankan pendekatan yang terstruktur, objektif, dan berdasarkan fakta.",Introvert,Introvert,Benar
"Aku belajar dengan cara mencatat ulang lalu dihafalin. Biasanya malem hari di kamar, suasananya biasa aja. Aku lebih nyaman sendiri soalnya lebih fokus. Nonton YouTube, terus dicatat, dan nyoba ngerjain soal. Aku lebih suka belajar mandiri. Pas malem yang sepi dan dingin, ada makanan, ada minuman, plus musik. Suasananya tenang. Belajar dari YouTube, kalau masih belum paham, tanya teman. Aku coba nyelesaiin sendiri dulu. Gak ada yang mau dirubah, cuma perlu nambah fokus aja.",Introvert,Introvert,Benar
"Aku biasanya belajar bisa di mana aja tapi harus di tempat yang tenang dan sendiri. Aku biasanya belajar dengan pahamin soalnya dulu, terus baca dan sedikit hafal. Kalau tentang hitungan, aku lebih ke nonton video penjelasan dan contoh soal, terus ngerjain sebanyak-banyaknya. Aku melakukan pendekatan berlapis tentang belajar mandiri. Aku lebih suka pahamin lewat pendengaran dari orang lain, dan aku bakal dengerin lebih dari 2 orang lalu membandingkan jawaban mereka. Untuk jawaban akhir, aku lebih suka membandingkan dengan diri sendiri. Kondisi pas malem hari yang sunyi aku suka karena itu bikin pikiran lebih tenang dan lebih nyaman buat adu argumen dengan pikiranku sendiri. Aku biasanya cenderung suka lingkungan yang tenang. Biasanya aku bakal ngumpulin niat dulu dan aku bakal jauhin HP. Materi yang gak aku pahami, aku bakal minta penjelasan dari orang lain, terus minta contoh soal, lalu aku ngerjain, dan aku minta koreksi dari orang tersebut. Aku mempelajari bahwa selama pikiran kita terjaga, maka kita bakal gampang mengendalikannya. Aku bakal selalu berusaha buat menjaga pikiranku tetep tenang dan rileks. Aku bakal pertahankan itu. Sikapku selama ini di lingkungan belajar baru bisa aku sesuaikan tergantung sama diriku sendiri.",Introvert,Introvert,Benar
"Aku terbiasa belajar di rumah. Jarang banget belajar di tempat lain kayak coffee shop, rumah teman, atau study place lainnya. Suasana belajar di rumah cukup hening, gak ada hal lain yang mengalihkan rasa fokusku pas belajar. Belajar sendiri juga lebih nyaman daripada berkelompok soalnya aku mau berusaha sendiri dan nyoba sendiri tanpa melibatkan orang lain. Caraku pahamin materi baru dengan me-review materi-materi yang udah pernah aku catat. Kalau belum paham, aku bakal buka video tutorial atau baca artikel yang ngejelasin terkait materi yang lagi aku pelajari. Diskusi gak bikin aku bener-bener paham materi, tapi kalau aku dengerin penjelasan orang lain, aku jauh lebih paham soalnya penyampaiannya gampang dimengerti. Aku suka suasana belajar yang tenang, gak ada keramaian. Suasana ini cocok buatku soalnya aku lebih fokus pahamin materi dan lagi-lagi gak mengalihkan rasa fokusku pas belajar. Aku biasanya nyari video tutorial dan baca artikel buat bantu aku pahamin materi yang menurutku sulit. Aku suka nunda-nunda waktu pas belajar, kadang aku malas buat belajar. Yang mau aku rubah adalah kebiasaan burukku kayak rasa malas dan nunda-nunda waktu dalam belajar. ",Introvert,Introvert,Benar
